name,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15
Alice,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Bob,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,American Eats,American Eats,American Eats,American Eats,Stars & Stripes Grill,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Charlie,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
David,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Eve,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Frank,American Eats,American Eats,American Eats,Stars & Stripes Grill,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Grace,Stars & Stripes Grill,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Henry,American Eats,American Eats,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
Ivy,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,American Eats
Jack,American Eats,American Eats,Stars & Stripes Grill,American Eats,American Eats,American Eats,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill,American Eats,Stars & Stripes Grill,Stars & Stripes Grill,Stars & Stripes Grill
